File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001ROY	fastq	reads	ENCSR000AFA	RNA-seq	UBERON:0000081	metanephros	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001ROZ		8281692876	Thomas Gingeras, CSHL	cea7ff686b8014950fddf636089fede6	SRA:SRR3192437	https://www.encodeproject.org/files/ENCFF001ROY/@@download/ENCFF001ROY.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001ROZ	fastq	reads	ENCSR000AFA	RNA-seq	UBERON:0000081	metanephros	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001ROY		8101702069	Thomas Gingeras, CSHL	cdf22a32f869206ef2529d202706f143	SRA:SRR3192437	https://www.encodeproject.org/files/ENCFF001ROZ/@@download/ENCFF001ROZ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RPJ	fastq	reads	ENCSR000AFA	RNA-seq	UBERON:0000081	metanephros	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001RPI		7833903983	Thomas Gingeras, CSHL	6473ff5f4030efe84ed9062bad61b36a	SRA:SRR3192438	https://www.encodeproject.org/files/ENCFF001RPJ/@@download/ENCFF001RPJ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RPI	fastq	reads	ENCSR000AFA	RNA-seq	UBERON:0000081	metanephros	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RPJ		8061594321	Thomas Gingeras, CSHL	ef7a77e5bccb49836f8211d57eb7d7e4	SRA:SRR3192438	https://www.encodeproject.org/files/ENCFF001RPI/@@download/ENCFF001RPI.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RBF	fastq	reads	ENCSR000AAP	RNA-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RBG		20549422694	Thomas Gingeras, CSHL	c38f3665e95bd5fcdd083fa0320a0639	SRA:SRR3192380	https://www.encodeproject.org/files/ENCFF001RBF/@@download/ENCFF001RBF.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RBG	fastq	reads	ENCSR000AAP	RNA-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001RBF		20915238782	Thomas Gingeras, CSHL	f5c925bf485011d0e037d8eef00b1583	SRA:SRR3192380	https://www.encodeproject.org/files/ENCFF001RBG/@@download/ENCFF001RBG.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RBV	fastq	reads	ENCSR000AAP	RNA-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RBW		19064719764	Thomas Gingeras, CSHL	cd68ffcbdd078777e7140112894ab22b	SRA:SRR3192381	https://www.encodeproject.org/files/ENCFF001RBV/@@download/ENCFF001RBV.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RBW	fastq	reads	ENCSR000AAP	RNA-seq	CL:2000016	lung microvascular endothelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RBV		19302630610	Thomas Gingeras, CSHL	debda48d06fe24a73ac5317e0f3d5b81	SRA:SRR3192381	https://www.encodeproject.org/files/ENCFF001RBW/@@download/ENCFF001RBW.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNQ	fastq	reads	ENCSR000AFB	RNA-seq	UBERON:0002107	liver	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RNR		7081584305	Thomas Gingeras, CSHL	fe26c8fd2e0dfe425a99f1cf8090603d	SRA:SRR3192439	https://www.encodeproject.org/files/ENCFF001RNQ/@@download/ENCFF001RNQ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNW	fastq	reads	ENCSR000AFB	RNA-seq	UBERON:0002107	liver	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RNX		8480663068	Thomas Gingeras, CSHL	33de7601fb8d39eb75b14c66e3c98401	SRA:SRR3192440	https://www.encodeproject.org/files/ENCFF001RNW/@@download/ENCFF001RNW.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNX	fastq	reads	ENCSR000AFB	RNA-seq	UBERON:0002107	liver	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RNW		8269583386	Thomas Gingeras, CSHL	17aa0b144457ffffc350ff6e27a3690e	SRA:SRR3192440	https://www.encodeproject.org/files/ENCFF001RNX/@@download/ENCFF001RNX.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNR	fastq	reads	ENCSR000AFB	RNA-seq	UBERON:0002107	liver	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001RNQ		6971808744	Thomas Gingeras, CSHL	99927cbce8a0434d3030edb8742b5c73	SRA:SRR3192439	https://www.encodeproject.org/files/ENCFF001RNR/@@download/ENCFF001RNR.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002BUL	fastq	reads	ENCSR000AFC	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF002BUN		9663623537	Thomas Gingeras, CSHL	3a06686852f46de81e909a6fceba18bf	SRA:SRR3192442	https://www.encodeproject.org/files/ENCFF002BUL/@@download/ENCFF002BUL.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002BUM	fastq	reads	ENCSR000AFC	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF002BUO		10067533462	Thomas Gingeras, CSHL	a93d72578eca1cfd6a778290c0d76b39	SRA:SRR3192441	https://www.encodeproject.org/files/ENCFF002BUM/@@download/ENCFF002BUM.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002BUN	fastq	reads	ENCSR000AFC	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF002BUL		10061404783	Thomas Gingeras, CSHL	6c3f18a284e39352b1598eca122171a4	SRA:SRR3192442	https://www.encodeproject.org/files/ENCFF002BUN/@@download/ENCFF002BUN.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF002BUO	fastq	reads	ENCSR000AFC	RNA-seq	UBERON:0002048	lung	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF002BUM		10468424984	Thomas Gingeras, CSHL	4060b5c75913efe3c4b2b426f9706db1	SRA:SRR3192441	https://www.encodeproject.org/files/ENCFF002BUO/@@download/ENCFF002BUO.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001QZB	fastq	reads	ENCSR000AAQ	RNA-seq	CL:0002584	renal cortical epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001QZC		17442157795	Thomas Gingeras, CSHL	955363d2d92238aab6d2d0c8b5846b07	SRA:SRR3192385	https://www.encodeproject.org/files/ENCFF001QZB/@@download/ENCFF001QZB.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001QZC	fastq	reads	ENCSR000AAQ	RNA-seq	CL:0002584	renal cortical epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001QZB		16613603573	Thomas Gingeras, CSHL	5e105cd870281987f8d98f61d6d76887	SRA:SRR3192385	https://www.encodeproject.org/files/ENCFF001QZC/@@download/ENCFF001QZC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RAT	fastq	reads	ENCSR000AAQ	RNA-seq	CL:0002584	renal cortical epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RAU		15298559546	Thomas Gingeras, CSHL	5a0a4fea045f9842637ad741d85356d8	SRA:SRR3192384	https://www.encodeproject.org/files/ENCFF001RAT/@@download/ENCFF001RAT.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RAU	fastq	reads	ENCSR000AAQ	RNA-seq	CL:0002584	renal cortical epithelial cell	primary cell	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RAT		14424520132	Thomas Gingeras, CSHL	ba7f3cfab079b07ecf14d9a457324694	SRA:SRR3192384	https://www.encodeproject.org/files/ENCFF001RAU/@@download/ENCFF001RAU.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001ROW	fastq	reads	ENCSR000AEV	RNA-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-07-07	ENCODE				2	1	101		paired-ended	2	ENCFF001ROX		8848907141	Thomas Gingeras, CSHL	8386015c4f6fb31ec51a238a8c809408	SRA:SRR3192429	https://www.encodeproject.org/files/ENCFF001ROW/@@download/ENCFF001ROW.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNC	fastq	reads	ENCSR000AEV	RNA-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-07-07	ENCODE				1	1	101		paired-ended	2	ENCFF001RND		9585714388	Thomas Gingeras, CSHL	88c6673d7e353bc97a57a02cb35343cf	SRA:SRR3192430	https://www.encodeproject.org/files/ENCFF001RNC/@@download/ENCFF001RNC.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001ROX	fastq	reads	ENCSR000AEV	RNA-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-07-07	ENCODE				2	1	101		paired-ended	1	ENCFF001ROW		8650076024	Thomas Gingeras, CSHL	b5503b29a3d80cfd665b6b839972f76d	SRA:SRR3192429	https://www.encodeproject.org/files/ENCFF001ROX/@@download/ENCFF001ROX.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RND	fastq	reads	ENCSR000AEV	RNA-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-07-07	ENCODE				1	1	101		paired-ended	1	ENCFF001RNC		9421007550	Thomas Gingeras, CSHL	86fc521733449533b04c9a67e1670969	SRA:SRR3192430	https://www.encodeproject.org/files/ENCFF001RND/@@download/ENCFF001RND.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNK	fastq	reads	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RNL		6323215090	Thomas Gingeras, CSHL	8de0c6726cdb7dc89e60576377651d18	SRA:SRR3192456	https://www.encodeproject.org/files/ENCFF001RNK/@@download/ENCFF001RNK.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF001RNL	fastq	reads	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001RNK		6287603031	Thomas Gingeras, CSHL	273a88b74b1180498b07f17f1c200eb1	SRA:SRR3192456	https://www.encodeproject.org/files/ENCFF001RNL/@@download/ENCFF001RNL.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF001ROC	fastq	reads	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001ROD		7028997621	Thomas Gingeras, CSHL	5f0eacdd692a40238ceb713d6a174472	SRA:SRR3192455	https://www.encodeproject.org/files/ENCFF001ROC/@@download/ENCFF001ROC.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF001ROD	fastq	reads	ENCSR000AFK	RNA-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001ROC		6972806112	Thomas Gingeras, CSHL	48003db7d3f18b5ecf4e54db457eee6f	SRA:SRR3192455	https://www.encodeproject.org/files/ENCFF001ROD/@@download/ENCFF001ROD.fastq.gz		Illumina HiSeq 2000		released		low replicate concordance	missing RIN, inconsistent assay_term_name		
ENCFF002DKA	fastq	reads	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				1	1	100		paired-ended	1	ENCFF002DKE		6851789076	Brenton Graveley, UConn	395dca5fbea04d6fe431a5b5be422601	SRA:SRR3192544	https://www.encodeproject.org/files/ENCFF002DKA/@@download/ENCFF002DKA.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF002DKE	fastq	reads	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				1	1	100		paired-ended	2	ENCFF002DKA		6869149398	Brenton Graveley, UConn	5da7cdcd61742218300e43811761f545	SRA:SRR3192544	https://www.encodeproject.org/files/ENCFF002DKE/@@download/ENCFF002DKE.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF002DKF	fastq	reads	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				2	1	100		paired-ended	1	ENCFF002DKI		7093782593	Brenton Graveley, UConn	97d4babaf03acb7d92c96a1cbeb9349f	SRA:SRR3192545	https://www.encodeproject.org/files/ENCFF002DKF/@@download/ENCFF002DKF.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF002DKI	fastq	reads	ENCSR109IQO	RNA-seq	EFO:0002067	K562	cell line	Homo sapiens					RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		True	2015-10-01	ENCODE				2	1	100		paired-ended	2	ENCFF002DKF		7139556779	Brenton Graveley, UConn	668d8d233f03134b2da0f947361a8870	SRA:SRR3192545	https://www.encodeproject.org/files/ENCFF002DKI/@@download/ENCFF002DKI.fastq.gz		Illumina HiSeq 2000		released			inconsistent assay_term_name		
ENCFF001RNI	fastq	reads	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RNJ		11550963655	Thomas Gingeras, CSHL	b4a719ea2c403b9ea1e87c20f21cc074	SRA:SRR3192463	https://www.encodeproject.org/files/ENCFF001RNI/@@download/ENCFF001RNI.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNJ	fastq	reads	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RNI		11161199319	Thomas Gingeras, CSHL	18073aafa2ac91acc367c4e3325b7f38	SRA:SRR3192463	https://www.encodeproject.org/files/ENCFF001RNJ/@@download/ENCFF001RNJ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RPR	fastq	reads	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001RPQ		2120070607	Thomas Gingeras, CSHL	ae80a41ebedc04f78105bab67421be90	SRA:SRR3192464	https://www.encodeproject.org/files/ENCFF001RPR/@@download/ENCFF001RPR.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RPQ	fastq	reads	ENCSR000AFJ	RNA-seq	UBERON:0001871	temporal lobe	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RPR		2211151881	Thomas Gingeras, CSHL	a04a4fdd05372ebdcbf0a428d286d51e	SRA:SRR3192464	https://www.encodeproject.org/files/ENCFF001RPQ/@@download/ENCFF001RPQ.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001ROV	fastq	reads	ENCSR000AEY	RNA-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001ROU		10427826497	Thomas Gingeras, CSHL	febd873f75c19c0cd7e3ec8d89127466	SRA:SRR3192425	https://www.encodeproject.org/files/ENCFF001ROV/@@download/ENCFF001ROV.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001ROU	fastq	reads	ENCSR000AEY	RNA-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001ROV		10974200565	Thomas Gingeras, CSHL	c6d410073cd734d3287d16dffaeb16c7	SRA:SRR3192425	https://www.encodeproject.org/files/ENCFF001ROU/@@download/ENCFF001ROU.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNV	fastq	reads	ENCSR000AEY	RNA-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RNU		8639697128	Thomas Gingeras, CSHL	118fc734086c6e29fe03526434d5e110	SRA:SRR3192424	https://www.encodeproject.org/files/ENCFF001RNV/@@download/ENCFF001RNV.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RNU	fastq	reads	ENCSR000AEY	RNA-seq	UBERON:0001870	frontal cortex	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RNV		9075346787	Thomas Gingeras, CSHL	69bb0f3fdecae2c1dcb090419e7d514d	SRA:SRR3192424	https://www.encodeproject.org/files/ENCFF001RNU/@@download/ENCFF001RNU.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RPB	fastq	reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	1	ENCFF001RPA		9167328584	Thomas Gingeras, CSHL	3587b059afe30711f7ee78642b087660	SRA:SRR3192434	https://www.encodeproject.org/files/ENCFF001RPB/@@download/ENCFF001RPB.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RMW	fastq	reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	2	ENCFF001RMX		7475638221	Thomas Gingeras, CSHL	d691443670c4ded13d06014cb33d2bd4	SRA:SRR3192433	https://www.encodeproject.org/files/ENCFF001RMW/@@download/ENCFF001RMW.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RMX	fastq	reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				2	1	101		paired-ended	1	ENCFF001RMW		7398695019	Thomas Gingeras, CSHL	083f0939a9eb3792e21b19ab978d7ecf	SRA:SRR3192433	https://www.encodeproject.org/files/ENCFF001RMX/@@download/ENCFF001RMX.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF001RPA	fastq	reads	ENCSR000AEZ	RNA-seq	UBERON:0000948	heart	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2014-06-30	ENCODE				1	1	101		paired-ended	2	ENCFF001RPB		9273698961	Thomas Gingeras, CSHL	144f670d927f55a25bd26fa41d692494	SRA:SRR3192434	https://www.encodeproject.org/files/ENCFF001RPA/@@download/ENCFF001RPA.fastq.gz		Illumina HiSeq 2000		released			missing RIN, inconsistent assay_term_name		
ENCFF640ENZ	fastq	reads	ENCSR272UNO	RNA-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF775AKZ		5979113274	Thomas Gingeras, CSHL	77d3998b35845afbcb68c1b2c9610540	SRA:SRR4421566	https://www.encodeproject.org/files/ENCFF640ENZ/@@download/ENCFF640ENZ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF775AKZ	fastq	reads	ENCSR272UNO	RNA-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	2	ENCFF640ENZ		6108571982	Thomas Gingeras, CSHL	9972f5b24b026c3a9603c7d6a76fd967	SRA:SRR4421566	https://www.encodeproject.org/files/ENCFF775AKZ/@@download/ENCFF775AKZ.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
ENCFF517RES	fastq	reads	ENCSR671IYC	RNA-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens					RNA	rRNA	see document	see document		True	2016-02-18	ENCODE				1	1	101		paired-ended	1	ENCFF285HWP		4501167399	Thomas Gingeras, CSHL	6395c16f54c9394e6ebb64b7bd166bbe	SRA:SRR4422136	https://www.encodeproject.org/files/ENCFF517RES/@@download/ENCFF517RES.fastq.gz		Illumina HiSeq 2500	/files/ENCFF001RTP/	released			inconsistent assay_term_name		
